step,seq_id,frame_idx,active_points,true_lane,lane_tp,lane_to_road,lane_to_other,road_to_lane,other_to_lane,predicted_lane,lane_false_positive,lane_recall,lane_precision,lane_f1,lane_iou,lane_to_road_rate,lane_tp_intensity_mean,lane_tp_intensity_median,lane_to_road_intensity_mean,lane_to_road_intensity_median,road_to_lane_intensity_mean,road_to_lane_intensity_median,lane_tp_range_mean,lane_tp_range_median,lane_to_road_range_mean,lane_to_road_range_median
299,037,56,16381,0,0,0,0,2,0,2,2,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,
300,123,50,16263,477,280,197,0,267,107,654,374,0.5870020964360587,0.42813455657492355,0.4951370468611848,0.3290246768507638,0.4129979035639413,54.19330596923828,61.16666793823242,29.18020248413086,29.0,33.3798828125,29.0,10.029870986938477,9.459719181060791,13.86199951171875,14.085240364074707
301,034,38,16379,0,0,0,0,55,0,55,55,,0.0,0.0,0.0,,,,,,40.581817626953125,40.0,,,,
302,038,63,16365,0,0,0,0,0,4,4,4,,0.0,0.0,0.0,,,,,,,,,,,
303,106,53,16381,28,27,1,0,20,0,47,20,0.9642857142857143,0.574468085106383,0.72,0.5625,0.03571428571428571,53.88888931274414,53.0,18.0,18.0,36.70000076293945,37.0,28.57351303100586,25.984094619750977,40.9485969543457,40.9485969543457
304,106,14,16380,52,27,25,0,36,34,97,70,0.5192307692307693,0.27835051546391754,0.3624161073825503,0.22131147540983606,0.4807692307692308,49.296295166015625,51.0,11.199999809265137,12.0,33.0,32.5,35.095458984375,34.94805908203125,38.180057525634766,35.381954193115234
305,013,13,16372,192,122,51,19,52,26,200,78,0.6354166666666666,0.61,0.6224489795918368,0.45185185185185184,0.265625,47.85245895385742,49.0,34.411766052246094,36.0,44.721153259277344,45.0,33.790802001953125,32.97083282470703,33.846778869628906,32.108985900878906
306,123,54,16343,121,119,2,0,209,112,440,321,0.9834710743801653,0.27045454545454545,0.42424242424242425,0.2692307692307692,0.01652892561983471,64.38235473632812,70.0,28.5,28.5,32.94577407836914,29.5,13.786069869995117,13.477466583251953,14.122244834899902,14.122244834899902
307,038,56,16126,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
308,037,30,16382,0,0,0,0,0,10,10,10,,0.0,0.0,0.0,,,,,,,,,,,
309,124,7,16360,0,0,0,0,5,0,5,5,,0.0,0.0,0.0,,,,,,62.51667022705078,49.0,,,,
310,123,53,16360,42,28,12,2,88,53,169,141,0.6666666666666666,0.16568047337278108,0.26540284360189575,0.15300546448087432,0.2857142857142857,28.75,26.5,4.833333492279053,3.0,28.011363983154297,26.5,61.4044303894043,37.87997627258301,55.941646575927734,37.854331970214844
311,106,45,16382,177,95,82,0,20,6,121,26,0.536723163841808,0.7851239669421488,0.6375838926174496,0.46798029556650245,0.4632768361581921,39.297367095947266,39.0,29.883127212524414,29.0,31.510000228881836,29.0,11.1975736618042,11.110809326171875,11.772250175476074,11.7403564453125
312,116,26,16372,302,157,145,0,73,1,231,74,0.5198675496688742,0.6796536796536796,0.5891181988742964,0.4175531914893617,0.48013245033112584,45.55201721191406,41.5,28.393102645874023,29.0,34.42808151245117,29.66666603088379,13.355984687805176,12.155942916870117,17.1447811126709,16.422252655029297
313,037,71,16330,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
314,034,59,16382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
315,106,78,16378,101,74,27,0,13,0,87,13,0.7326732673267327,0.8505747126436781,0.7872340425531915,0.6491228070175439,0.26732673267326734,49.783782958984375,47.5,18.037036895751953,18.0,38.30769348144531,35.0,23.513973236083984,23.114577293395996,29.68573760986328,32.23137664794922
316,106,27,16383,45,25,17,3,19,5,49,24,0.5555555555555556,0.5102040816326531,0.5319148936170213,0.36231884057971014,0.37777777777777777,50.119998931884766,53.0,17.941177368164062,8.0,35.78947448730469,41.0,38.345314025878906,38.08107376098633,39.37318420410156,44.71099090576172
317,037,35,16378,0,0,0,0,1,17,18,18,,0.0,0.0,0.0,,,,,,0.0,0.0,,,,
318,037,51,16363,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
319,116,4,16357,217,87,112,18,62,16,165,78,0.4009216589861751,0.5272727272727272,0.45549738219895286,0.29491525423728815,0.5161290322580645,18.683908462524414,12.0,8.071428298950195,5.0,19.983871459960938,16.0,40.54768753051758,38.926815032958984,35.161251068115234,32.74030113220215
320,054,33,16354,308,130,178,0,166,230,526,396,0.42207792207792205,0.24714828897338403,0.3117505995203837,0.1846590909090909,0.577922077922078,28.24615478515625,28.75,25.38483238220215,27.0,30.948795318603516,32.0,22.242137908935547,22.81301975250244,17.85131072998047,16.49038028717041
321,054,60,16384,126,73,53,0,38,105,216,143,0.5793650793650794,0.33796296296296297,0.4269005847953216,0.27137546468401486,0.42063492063492064,39.6301383972168,40.0,23.367923736572266,24.0,34.78947448730469,39.0,31.96410369873047,30.244850158691406,25.91204071044922,24.556739807128906
322,013,24,16256,328,115,180,33,68,2,185,70,0.35060975609756095,0.6216216216216216,0.44834307992202727,0.2889447236180904,0.5487804878048781,51.900001525878906,52.0,35.655555725097656,35.0,43.06617736816406,37.0,28.59817886352539,27.971467971801758,20.420730590820312,18.483625411987305
323,106,26,16383,64,45,19,0,19,6,70,25,0.703125,0.6428571428571429,0.6716417910447762,0.5056179775280899,0.296875,44.22222137451172,46.0,14.105262756347656,10.0,41.842105865478516,40.0,31.903409957885742,30.25020408630371,44.299156188964844,47.0419921875
324,034,61,16378,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
325,116,45,16335,445,196,239,10,106,52,354,158,0.4404494382022472,0.5536723163841808,0.490613266583229,0.3250414593698176,0.5370786516853933,31.165817260742188,26.0,16.602510452270508,15.0,24.20754623413086,21.0,33.13444137573242,32.18088912963867,28.72144889831543,24.360519409179688
326,038,76,16307,0,0,0,0,4,2,6,6,,0.0,0.0,0.0,,,,,,27.25,31.5,,,,
327,123,12,16378,244,112,132,0,132,0,244,132,0.45901639344262296,0.45901639344262296,0.45901639344262296,0.2978723404255319,0.5409836065573771,58.13839340209961,60.0,30.97853660583496,31.0,41.87184524536133,35.0,15.30853271484375,16.662867546081543,16.522193908691406,16.96798801422119
328,034,25,16379,0,0,0,0,39,0,39,39,,0.0,0.0,0.0,,,,,,49.05555725097656,48.0,,,,
329,054,62,16378,149,133,16,0,214,224,571,438,0.8926174496644296,0.2329246935201401,0.36944444444444446,0.22657580919931858,0.10738255033557047,38.823307037353516,40.0,23.6875,25.5,31.86993980407715,34.0,26.968734741210938,26.702695846557617,22.548828125,21.43641757965088
330,034,41,16382,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
331,054,4,16381,116,72,44,0,54,15,141,69,0.6206896551724138,0.5106382978723404,0.5603112840466926,0.3891891891891892,0.3793103448275862,35.20833206176758,38.5,19.011363983154297,17.0,34.675926208496094,35.0,26.101449966430664,26.70242691040039,21.781442642211914,24.803775787353516
332,116,29,16371,204,84,120,0,67,57,208,124,0.4117647058823529,0.40384615384615385,0.4077669902912621,0.25609756097560976,0.5882352941176471,47.613094329833984,47.5,28.27916717529297,29.0,32.902984619140625,33.0,17.65669822692871,15.931914806365967,16.949220657348633,16.66428279876709
333,034,41,16381,0,0,0,0,2,0,2,2,,0.0,0.0,0.0,,,,,,43.5,43.5,,,,
334,037,59,16384,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
335,123,33,16378,252,240,12,0,222,9,471,231,0.9523809523809523,0.5095541401273885,0.6639004149377593,0.4968944099378882,0.047619047619047616,57.237449645996094,55.16666793823242,30.138887405395508,28.0,36.33108139038086,34.0,11.250113487243652,9.977643966674805,11.44948959350586,10.879525661468506
336,054,60,16380,363,48,315,0,49,370,467,419,0.1322314049586777,0.10278372591006424,0.11566265060240964,0.061381074168797956,0.8677685950413223,51.67708206176758,44.5,29.081745147705078,30.0,30.760204315185547,31.0,15.191070556640625,14.788352966308594,13.541972160339355,13.119941711425781
337,034,35,16374,0,0,0,0,3,0,3,3,,0.0,0.0,0.0,,,,,,45.66666793823242,46.0,,,,
338,013,76,16120,431,204,222,5,193,70,467,263,0.4733178654292343,0.43683083511777304,0.45434298440979953,0.29394812680115273,0.5150812064965197,47.24166488647461,45.0,32.43618392944336,33.0,39.32383346557617,36.0,16.968080520629883,13.703240871429443,17.29572868347168,18.39322853088379
339,116,27,16347,235,95,129,11,129,163,387,292,0.40425531914893614,0.2454780361757106,0.3054662379421222,0.18026565464895636,0.548936170212766,29.44210433959961,21.0,7.317829608917236,6.0,18.86046600341797,15.0,41.08047866821289,34.520713806152344,37.11372756958008,35.034542083740234
340,034,37,16368,0,0,0,0,8,0,8,8,,0.0,0.0,0.0,,,,,,49.375,48.75,,,,
341,116,57,16367,485,205,280,0,93,0,298,93,0.422680412371134,0.6879194630872483,0.5236270753512133,0.3546712802768166,0.5773195876288659,51.47154235839844,54.0,26.608928680419922,28.0,31.21039390563965,28.5,11.147050857543945,9.686620712280273,15.574441909790039,14.414404392242432
342,106,71,16377,73,71,2,0,30,0,101,30,0.9726027397260274,0.7029702970297029,0.8160919540229885,0.6893203883495146,0.0273972602739726,49.028167724609375,49.0,35.0,35.0,34.96666717529297,34.25,21.665008544921875,18.805767059326172,28.204681396484375,28.20468044281006
343,116,74,16361,91,75,16,0,59,0,134,59,0.8241758241758241,0.5597014925373134,0.6666666666666666,0.5,0.17582417582417584,47.565555572509766,48.0,26.072917938232422,27.0,35.214691162109375,31.5,13.028254508972168,14.999963760375977,10.926191329956055,9.960949897766113
344,038,45,16381,0,0,0,0,1,9,10,10,,0.0,0.0,0.0,,,,,,32.0,32.0,,,,
345,123,10,16373,38,35,3,0,70,0,105,70,0.9210526315789473,0.3333333333333333,0.48951048951048953,0.32407407407407407,0.07894736842105263,56.657142639160156,58.0,33.33333206176758,32.0,40.52857208251953,38.0,23.139400482177734,20.251794815063477,30.915300369262695,30.908655166625977
346,013,36,16372,211,154,38,19,227,14,395,241,0.7298578199052133,0.389873417721519,0.5082508250825083,0.3407079646017699,0.18009478672985782,45.324676513671875,47.0,16.776315689086914,17.0,37.462554931640625,37.0,32.00586700439453,30.10972023010254,36.683563232421875,31.204025268554688
347,054,26,16334,0,0,0,0,167,556,723,723,,0.0,0.0,0.0,,,,,,34.868064880371094,32.0,,,,
348,124,55,16354,327,183,144,0,104,5,292,109,0.5596330275229358,0.6267123287671232,0.5912762520193862,0.4197247706422018,0.44036697247706424,36.204917907714844,33.0,21.29166603088379,28.5,27.68269157409668,25.0,27.813173294067383,26.351837158203125,30.11712646484375,22.64750385284424
349,123,45,16372,435,130,303,2,133,46,309,179,0.2988505747126437,0.42071197411003236,0.34946236559139787,0.21172638436482086,0.696551724137931,43.13461685180664,36.5,28.67656707763672,30.0,39.845863342285156,38.0,27.036094665527344,26.665546417236328,19.2015323638916,17.190895080566406
350,013,2,16359,151,117,14,20,133,13,263,146,0.7748344370860927,0.4448669201520912,0.5652173913043478,0.3939393939393939,0.09271523178807947,46.05982971191406,49.0,25.428571701049805,31.0,39.842105865478516,39.0,35.93286895751953,34.80723190307617,34.16191482543945,29.455937385559082
351,123,22,16363,436,132,304,0,139,2,273,141,0.30275229357798167,0.4835164835164835,0.3723554301833568,0.22876949740034663,0.6972477064220184,36.94696807861328,32.0,23.445724487304688,29.0,36.589927673339844,33.0,27.49662208557129,25.94268035888672,26.57513427734375,22.146355628967285
352,124,6,16368,183,177,3,3,94,3,274,97,0.9672131147540983,0.6459854014598541,0.774617067833698,0.6321428571428571,0.01639344262295082,53.630043029785156,63.0,8.222222328186035,0.0,32.71896743774414,31.0,9.567800521850586,9.550965309143066,9.634344100952148,9.632061004638672
353,034,27,16380,0,0,0,0,18,0,18,18,,0.0,0.0,0.0,,,,,,44.64814758300781,44.5,,,,
354,034,10,16384,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
355,037,12,16381,0,0,0,0,0,6,6,6,,0.0,0.0,0.0,,,,,,,,,,,
356,124,58,16351,628,224,404,0,162,0,386,162,0.35668789808917195,0.5803108808290155,0.4418145956607495,0.28354430379746837,0.643312101910828,64.31681823730469,67.5,30.04207992553711,30.75,38.206275939941406,33.0,12.950934410095215,11.496275901794434,14.773514747619629,14.343072891235352
357,124,3,16373,340,113,227,0,94,0,207,94,0.3323529411764706,0.5458937198067633,0.41316270566727603,0.26036866359447003,0.6676470588235294,63.1976432800293,73.0,28.93391990661621,29.0,35.82978820800781,31.0,12.91635513305664,12.876150131225586,12.805244445800781,12.86815071105957
358,123,36,16381,62,41,20,1,50,2,93,52,0.6612903225806451,0.44086021505376344,0.5290322580645161,0.35964912280701755,0.3225806451612903,59.92683029174805,67.0,16.183332443237305,19.666666507720947,40.84333419799805,32.0,13.465587615966797,14.278093338012695,9.096059799194336,8.375001907348633
359,034,17,16382,0,0,0,0,13,0,13,13,,0.0,0.0,0.0,,,,,,51.42051315307617,51.0,,,,
360,054,65,16378,304,73,231,0,65,356,494,421,0.24013157894736842,0.14777327935222673,0.18295739348370926,0.1006896551724138,0.7598684210526315,57.72739028930664,56.0,28.637805938720703,29.0,31.74871826171875,31.0,12.204524993896484,11.051591873168945,11.942888259887695,11.457374572753906
361,124,44,16367,204,201,3,0,147,0,348,147,0.9852941176470589,0.5775862068965517,0.7282608695652174,0.5726495726495726,0.014705882352941176,52.63590621948242,60.0,29.25,27.0,27.878862380981445,30.0,11.518195152282715,9.49071216583252,9.242342948913574,9.239448547363281
362,116,74,16373,405,142,263,0,74,0,216,74,0.3506172839506173,0.6574074074074074,0.4573268921095008,0.2964509394572025,0.6493827160493827,47.14413070678711,47.5,25.804182052612305,27.0,37.650901794433594,32.5,14.480344772338867,15.087661266326904,16.764896392822266,16.117067337036133
363,123,53,16370,311,85,226,0,188,142,415,330,0.2733118971061093,0.20481927710843373,0.23415977961432508,0.13260530421216848,0.7266881028938906,67.16470336914062,77.0,28.53761100769043,29.0,31.04521369934082,29.0,14.519439697265625,14.515983581542969,13.902716636657715,14.0250563621521
364,038,39,15947,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
365,116,16,16375,163,123,40,0,48,0,171,48,0.754601226993865,0.7192982456140351,0.7365269461077845,0.5829383886255924,0.24539877300613497,41.14850997924805,45.5,27.058330535888672,28.0,34.7569465637207,32.25,9.92712116241455,9.542473793029785,9.899006843566895,9.773104667663574
366,054,71,16379,35,33,2,0,134,227,394,361,0.9428571428571428,0.08375634517766498,0.15384615384615385,0.08333333333333333,0.05714285714285714,50.30303192138672,47.0,21.0,21.0,33.49626922607422,33.25,24.45012092590332,21.71143341064453,33.549957275390625,33.549957275390625
367,123,42,16365,407,149,253,5,127,4,280,131,0.36609336609336607,0.5321428571428571,0.43377001455604075,0.27695167286245354,0.6216216216216216,39.919464111328125,34.0,27.515810012817383,30.0,44.12598419189453,40.0,26.577239990234375,24.741785049438477,21.07504653930664,18.712018966674805
368,106,34,16354,174,154,20,0,95,0,249,95,0.8850574712643678,0.6184738955823293,0.7281323877068558,0.5724907063197026,0.11494252873563218,40.899784088134766,41.0,26.945831298828125,27.333333015441895,34.87491226196289,33.0,11.953558921813965,9.67104196548462,11.156975746154785,9.187157154083252
369,037,25,16384,0,0,0,0,0,2,2,2,,0.0,0.0,0.0,,,,,,,,,,,
370,123,45,16360,226,143,25,58,185,9,337,194,0.6327433628318584,0.42433234421364985,0.5079928952042628,0.3404761904761905,0.11061946902654868,39.688812255859375,34.0,14.880000114440918,15.0,37.394596099853516,37.0,28.28493309020996,27.30215835571289,30.477802276611328,28.550922393798828
371,106,67,16373,105,94,11,0,59,0,153,59,0.8952380952380953,0.6143790849673203,0.7286821705426356,0.573170731707317,0.10476190476190476,46.26773452758789,42.0,27.136363983154297,24.0,32.836158752441406,33.0,16.924972534179688,15.69444465637207,17.076675415039062,16.010787963867188
372,124,59,16371,105,88,17,0,179,21,288,200,0.8380952380952381,0.3055555555555556,0.44783715012722647,0.28852459016393445,0.1619047619047619,41.6363639831543,47.0,13.823529243469238,15.0,33.93854904174805,37.0,36.900753021240234,35.5413761138916,41.99501419067383,43.24582290649414
373,013,43,16330,89,63,21,5,55,37,155,92,0.7078651685393258,0.4064516129032258,0.5163934426229508,0.34806629834254144,0.23595505617977527,42.52381134033203,45.0,15.333333015441895,15.0,36.327274322509766,33.0,38.007225036621094,36.067359924316406,48.121620178222656,39.13356399536133
374,123,6,16373,698,298,400,0,224,0,522,224,0.4269340974212034,0.5708812260536399,0.4885245901639344,0.3232104121475054,0.5730659025787965,57.88581466674805,57.5,29.641664505004883,29.5,36.7620964050293,32.875,10.968964576721191,9.987939357757568,14.701772689819336,14.40959882736206
375,013,63,16378,395,181,191,23,65,9,255,74,0.4582278481012658,0.7098039215686275,0.556923076923077,0.3859275053304904,0.4835443037974684,43.44382858276367,44.0,33.699825286865234,34.0,40.528202056884766,36.0,18.038990020751953,16.335159301757812,17.676816940307617,16.983266830444336
376,106,9,16265,231,182,49,0,36,0,218,36,0.7878787878787878,0.8348623853211009,0.8106904231625836,0.6816479400749064,0.21212121212121213,39.13003921508789,35.0,32.53061294555664,31.0,32.324073791503906,31.333333015441895,12.950766563415527,11.398686408996582,11.713725090026855,10.08101749420166
377,124,39,16366,64,27,37,0,73,16,116,89,0.421875,0.23275862068965517,0.3,0.17647058823529413,0.578125,45.925926208496094,46.0,6.378378391265869,4.0,21.53424644470215,14.0,45.68336486816406,44.636924743652344,56.59464645385742,55.149532318115234
378,038,58,16355,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
379,116,49,16347,280,135,145,0,57,0,192,57,0.48214285714285715,0.703125,0.5720338983050848,0.40059347181008903,0.5178571428571429,52.66025161743164,47.0,28.840227127075195,29.0,36.03216552734375,30.0,12.747385025024414,12.375436782836914,14.720248222351074,14.759316444396973
380,013,17,16329,44,21,10,13,15,10,46,25,0.4772727272727273,0.45652173913043476,0.4666666666666667,0.30434782608695654,0.22727272727272727,47.66666793823242,48.0,14.399999618530273,13.0,24.799999237060547,26.0,44.31211471557617,44.16779327392578,52.73070526123047,51.3241081237793
381,123,23,16371,33,30,3,0,60,0,90,60,0.9090909090909091,0.3333333333333333,0.4878048780487805,0.3225806451612903,0.09090909090909091,53.16666793823242,47.5,37.0,37.0,43.19166564941406,39.0,23.66936683654785,20.81657314300537,31.149015426635742,31.115488052368164
382,106,62,16380,91,88,3,0,55,0,143,55,0.967032967032967,0.6153846153846154,0.7521367521367521,0.6027397260273972,0.03296703296703297,43.710227966308594,41.0,23.66666603088379,23.0,36.451515197753906,34.0,18.040666580200195,15.469441413879395,15.027352333068848,15.186885833740234
383,054,33,16352,0,0,0,0,56,473,529,529,,0.0,0.0,0.0,,,,,,29.23512077331543,30.0,,,,
384,116,55,16332,356,195,161,0,106,11,312,117,0.547752808988764,0.625,0.5838323353293413,0.41226215644820297,0.45224719101123595,31.828205108642578,27.0,13.720497131347656,14.0,28.773584365844727,34.0,35.18186569213867,34.75838088989258,30.498258590698242,26.457656860351562
385,106,32,16211,86,82,4,0,51,1,134,52,0.9534883720930233,0.6119402985074627,0.7454545454545455,0.5942028985507246,0.046511627906976744,46.567073822021484,47.5,37.5,37.5,36.40196228027344,36.0,21.540672302246094,18.351235389709473,19.28976058959961,19.2867374420166
386,106,33,16383,72,37,35,0,11,7,55,18,0.5138888888888888,0.6727272727272727,0.5826771653543307,0.4111111111111111,0.4861111111111111,39.702701568603516,26.0,24.885713577270508,39.0,38.818180084228516,39.0,36.571495056152344,33.56108093261719,35.306060791015625,27.128995895385742
387,124,38,16382,482,360,122,0,148,0,508,148,0.7468879668049793,0.7086614173228346,0.7272727272727273,0.5714285714285714,0.25311203319502074,52.94785690307617,56.0,28.50956153869629,29.0,32.622745513916016,29.16666603088379,9.137879371643066,9.02847671508789,11.406415939331055,11.333302974700928
388,037,45,16379,0,0,0,0,2,83,85,85,,0.0,0.0,0.0,,,,,,42.5,42.5,,,,
389,034,62,16383,0,0,0,0,10,0,10,10,,0.0,0.0,0.0,,,,,,41.46666717529297,39.5,,,,
390,123,50,16332,88,88,0,0,182,1,271,183,1.0,0.3247232472324723,0.49025069637883006,0.3247232472324723,0.0,63.10795593261719,69.0,,,40.25274658203125,36.0,18.23103141784668,17.074996948242188,,
391,106,20,16375,39,21,8,10,33,3,57,36,0.5384615384615384,0.3684210526315789,0.4375,0.28,0.20512820512820512,55.71428680419922,56.0,12.25,5.0,40.69696807861328,40.0,37.585975646972656,36.69932174682617,47.819828033447266,51.01976013183594
392,123,11,16383,185,156,29,0,158,0,314,158,0.8432432432432433,0.4968152866242038,0.625250501002004,0.45481049562682213,0.15675675675675677,58.29487228393555,58.5,31.517240524291992,30.0,38.59546661376953,34.0,14.47640609741211,12.428932189941406,15.4441556930542,15.330154418945312
393,106,1,16354,31,12,15,4,29,13,54,42,0.3870967741935484,0.2222222222222222,0.2823529411764706,0.1643835616438356,0.4838709677419355,54.66666793823242,55.0,11.733333587646484,12.0,32.86206817626953,34.0,40.86662673950195,31.411165237426758,44.66473388671875,38.87612533569336
394,038,49,16379,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
395,013,66,16370,68,22,20,26,12,29,63,41,0.3235294117647059,0.3492063492063492,0.33587786259541985,0.2018348623853211,0.29411764705882354,44.772727966308594,46.5,14.699999809265137,16.0,37.66666793823242,31.0,37.21297836303711,35.837589263916016,50.629417419433594,53.577083587646484
396,013,23,16334,65,43,18,4,25,48,116,73,0.6615384615384615,0.3706896551724138,0.47513812154696133,0.3115942028985507,0.27692307692307694,45.488372802734375,49.0,9.61111068725586,8.5,28.040000915527344,29.0,44.57427215576172,42.33788299560547,60.37301254272461,51.45948028564453
397,124,70,16371,122,97,23,2,38,0,135,38,0.7950819672131147,0.7185185185185186,0.754863813229572,0.60625,0.1885245901639344,40.96907043457031,35.0,14.391304016113281,10.0,28.947368621826172,32.5,34.58741760253906,31.9749698638916,40.851600646972656,44.112525939941406
398,037,53,16379,0,0,0,0,22,0,22,22,,0.0,0.0,0.0,,,,,,47.3636360168457,47.0,,,,
399,106,73,16384,123,109,14,0,40,0,149,40,0.8861788617886179,0.7315436241610739,0.8014705882352942,0.6687116564417178,0.11382113821138211,44.74006271362305,42.666664123535156,31.178571701049805,34.5,32.73749923706055,32.75,16.83172035217285,15.520432472229004,18.82906150817871,18.99984836578369
400,037,38,16375,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
401,013,49,16203,256,142,113,1,215,5,362,220,0.5546875,0.39226519337016574,0.459546925566343,0.29831932773109243,0.44140625,48.67652893066406,45.0,32.361358642578125,32.0,35.480621337890625,34.0,11.583489418029785,10.296828269958496,13.364770889282227,12.071097373962402
402,037,13,16384,0,0,0,0,18,2,20,20,,0.0,0.0,0.0,,,,,,37.61111068725586,39.0,,,,
403,106,10,16368,98,98,0,0,109,0,207,109,1.0,0.47342995169082125,0.6426229508196721,0.47342995169082125,0.0,46.26020431518555,45.0,,,36.09632873535156,36.0,21.510757446289062,18.096956253051758,,
404,054,47,16383,494,159,335,0,150,268,577,418,0.32186234817813764,0.2755632582322357,0.2969187675070028,0.17434210526315788,0.6781376518218624,44.58039855957031,43.5,29.568161010742188,29.5,29.523775100708008,30.0,11.804595947265625,9.916054725646973,14.645249366760254,14.15914249420166
405,013,65,16195,403,205,169,29,116,8,329,124,0.5086848635235732,0.6231003039513677,0.5601092896174863,0.3889943074003795,0.41935483870967744,44.663414001464844,44.0,33.76972198486328,34.0,38.85488510131836,35.0,19.815631866455078,15.689153671264648,20.20836067199707,21.213542938232422
406,038,63,15945,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
407,116,71,16364,103,90,13,0,57,0,147,57,0.8737864077669902,0.6122448979591837,0.72,0.5625,0.1262135922330097,46.51296615600586,49.25,27.653846740722656,27.0,30.567249298095703,27.0,12.829310417175293,12.839166164398193,13.965790748596191,13.98704719543457
408,123,25,16374,272,249,23,0,261,0,510,261,0.9154411764705882,0.48823529411764705,0.6368286445012787,0.46716697936210133,0.08455882352941177,57.221561431884766,56.5,30.84782600402832,30.0,38.65791702270508,32.0,11.337608337402344,10.741830825805664,14.068952560424805,14.475542068481445
409,013,68,16152,428,248,180,0,172,23,443,195,0.5794392523364486,0.5598194130925508,0.5694603903559128,0.39807383627608345,0.4205607476635514,45.69926071166992,44.0,34.04629898071289,32.0,38.172481536865234,33.41666793823242,17.215822219848633,13.720518589019775,17.662261962890625,17.333683013916016
410,013,71,16154,418,229,183,6,150,52,431,202,0.5478468899521531,0.531322505800464,0.5394581861012956,0.36935483870967745,0.43779904306220097,46.7822380065918,43.5,31.77185821533203,31.0,36.790000915527344,34.0,10.968490600585938,9.496667861938477,13.316864967346191,11.736611366271973
411,116,72,16317,113,110,3,0,57,1,168,58,0.9734513274336283,0.6547619047619048,0.7829181494661922,0.6432748538011696,0.02654867256637168,47.35454559326172,51.75,27.66666603088379,28.0,32.856727600097656,28.33333396911621,11.258992195129395,11.223819732666016,12.612022399902344,12.54731559753418
412,106,57,16381,29,25,4,0,29,4,58,33,0.8620689655172413,0.43103448275862066,0.5747126436781609,0.4032258064516129,0.13793103448275862,46.7599983215332,47.0,9.75,8.5,29.172412872314453,26.0,45.18138122558594,41.30582046508789,50.31131362915039,50.361371994018555
413,116,34,16381,191,161,30,0,45,0,206,45,0.8429319371727748,0.7815533980582524,0.8110831234256927,0.6822033898305084,0.15706806282722513,42.45082473754883,43.5,25.994443893432617,27.16666603088379,29.14073944091797,28.0,9.273566246032715,9.12042236328125,11.340896606445312,11.033756256103516
414,124,9,16358,80,28,43,9,52,29,109,81,0.35,0.25688073394495414,0.2962962962962963,0.17391304347826086,0.5375,48.64285659790039,42.0,7.30232572555542,6.0,18.019229888916016,16.0,50.35269546508789,46.3880672454834,53.68437194824219,51.854576110839844
415,123,60,16358,145,114,31,0,198,8,320,206,0.7862068965517242,0.35625,0.49032258064516127,0.3247863247863248,0.21379310344827587,33.53947448730469,31.5,12.822580337524414,9.0,28.896465301513672,32.0,30.327835083007812,23.6007022857666,42.161949157714844,30.707616806030273
416,106,41,16378,32,31,1,0,46,0,77,46,0.96875,0.4025974025974026,0.5688073394495413,0.3974358974358974,0.03125,52.09677505493164,51.0,37.0,37.0,39.5,38.0,26.73417854309082,24.338327407836914,24.503210067749023,24.503210067749023
417,013,11,16252,300,140,155,5,120,37,297,157,0.4666666666666667,0.4713804713804714,0.46901172529313234,0.3063457330415755,0.5166666666666667,50.31904602050781,49.0,33.390323638916016,33.0,40.50416564941406,38.0,19.637256622314453,18.341238975524902,16.421585083007812,14.27656364440918
418,116,40,16384,45,41,4,0,35,0,76,35,0.9111111111111111,0.5394736842105263,0.6776859504132231,0.5125,0.08888888888888889,51.585365295410156,54.0,35.25,35.5,37.57143020629883,33.0,16.54851531982422,16.535446166992188,17.987634658813477,17.983309745788574
419,037,2,16381,0,0,0,0,0,3,3,3,,0.0,0.0,0.0,,,,,,,,,,,
420,037,41,16384,0,0,0,0,0,4,4,4,,0.0,0.0,0.0,,,,,,,,,,,
421,037,60,16384,0,0,0,0,35,0,35,35,,0.0,0.0,0.0,,,,,,42.871429443359375,43.5,,,,
422,123,58,16366,192,141,50,1,195,7,343,202,0.734375,0.4110787172011662,0.5271028037383177,0.35786802030456855,0.2604166666666667,44.4290771484375,37.0,29.739999771118164,32.0,39.79743576049805,36.0,23.874208450317383,23.047639846801758,19.14166831970215,18.228464126586914
423,123,67,16364,71,50,19,2,118,22,190,140,0.704225352112676,0.2631578947368421,0.3831417624521073,0.23696682464454977,0.2676056338028169,34.099998474121094,30.5,3.1578948497772217,3.0,29.43220329284668,35.5,36.208412170410156,26.595751762390137,66.17484283447266,58.932804107666016
424,038,16,16307,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
