step,seq_id,frame_idx,active_points,true_lane,lane_tp,lane_to_road,lane_to_other,road_to_lane,other_to_lane,lane_recall,lane_to_road_rate,lane_tp_intensity_mean,lane_to_road_intensity_mean,lane_tp_range_mean,lane_to_road_range_mean
1685,116,58,16333,129,74,55,0,57,0,0.5736434108527132,0.4263565891472868,56.9054069519043,24.345455169677734,17.46179962158203,19.892635345458984
1686,054,79,16382,110,69,41,0,89,172,0.6272727272727273,0.37272727272727274,33.68115997314453,7.95121955871582,39.3513298034668,49.411598205566406
1687,034,1,16381,0,0,0,0,0,0,,,,,,
1688,116,32,16376,154,131,23,0,45,0,0.8506493506493507,0.14935064935064934,43.40839767456055,27.913043975830078,11.897564888000488,12.817826271057129
1689,123,73,16368,44,10,34,0,61,41,0.22727272727272727,0.7727272727272727,16.899999618530273,4.382352828979492,75.0606460571289,56.77631378173828
1690,038,19,16366,0,0,0,0,0,0,,,,,,
1691,037,64,16383,0,0,0,0,9,8,,,,,,
1692,038,52,16358,0,0,0,0,0,0,,,,,,
1693,054,15,16380,0,0,0,0,33,195,,,,,,
1694,106,30,16319,126,123,3,0,31,0,0.9761904761904762,0.023809523809523808,46.42547607421875,33.33333206176758,12.084951400756836,11.31767749786377
1695,013,70,16381,300,128,167,5,89,32,0.4266666666666667,0.5566666666666666,46.125,35.73952102661133,22.362916946411133,20.9550838470459
1696,034,36,16368,0,0,0,0,0,0,,,,,,
1697,013,57,16384,173,41,94,38,31,0,0.23699421965317918,0.5433526011560693,49.780487060546875,36.70212936401367,29.65566062927246,29.279905319213867
1698,013,20,16376,214,67,141,6,54,0,0.3130841121495327,0.6588785046728972,48.15174102783203,31.352245330810547,13.542623519897461,12.44773006439209
1699,116,19,16342,172,77,95,0,53,63,0.4476744186046512,0.5523255813953488,33.318180084228516,9.673684120178223,30.81507110595703,33.53061294555664
1700,054,41,16338,280,46,234,0,146,294,0.16428571428571428,0.8357142857142857,43.625362396240234,28.371795654296875,12.003931045532227,11.999948501586914
1701,037,27,16384,0,0,0,0,0,11,,,,,,
1702,034,30,16380,0,0,0,0,0,0,,,,,,
1703,034,39,16377,0,0,0,0,4,0,,,,,,
1704,124,16,16359,23,22,1,0,79,44,0.9565217391304348,0.043478260869565216,63.318180084228516,30.0,33.7391471862793,39.16883850097656
1705,124,52,16364,177,169,8,0,140,0,0.9548022598870056,0.04519774011299435,63.17721939086914,30.125,14.217442512512207,10.423392295837402
1706,106,7,16334,70,51,19,0,15,0,0.7285714285714285,0.2714285714285714,39.01144027709961,29.666667938232422,11.600863456726074,11.3298921585083
1707,124,34,16383,197,190,7,0,77,0,0.9644670050761421,0.03553299492385787,51.72570037841797,32.595237731933594,10.8950777053833,10.478459358215332
1708,123,75,16342,292,88,204,0,112,0,0.3013698630136986,0.6986301369863014,60.6676139831543,28.86601448059082,14.764698028564453,14.413989067077637
1709,054,49,16380,133,122,11,0,175,183,0.9172932330827067,0.08270676691729323,34.28278732299805,12.090909004211426,33.432533264160156,30.929651260375977
1710,038,28,16379,0,0,0,0,0,0,,,,,,
1711,124,15,16347,152,96,56,0,90,12,0.631578947368421,0.3684210526315789,37.49479293823242,7.339285850524902,32.8485107421875,50.404296875
1712,037,55,16360,0,0,0,0,0,0,,,,,,
1713,034,22,16376,0,0,0,0,0,0,,,,,,
1714,034,66,16372,0,0,0,0,0,1,,,,,,
1715,013,46,16197,345,151,180,14,185,18,0.43768115942028984,0.5217391304347826,49.210044860839844,33.98981475830078,16.611608505249023,19.83092498779297
1716,124,13,16373,0,0,0,0,0,0,,,,,,
1717,116,39,16347,464,167,279,18,91,76,0.3599137931034483,0.6012931034482759,37.35029983520508,16.682796478271484,34.49797821044922,28.521686553955078
1718,038,31,16343,0,0,0,0,85,0,,,,,,
1719,034,76,16375,0,0,0,0,0,0,,,,,,
1720,013,53,16329,254,149,45,60,158,0,0.5866141732283464,0.17716535433070865,41.52349090576172,24.711111068725586,26.367366790771484,29.3653564453125
1721,116,19,16359,406,152,254,0,114,18,0.37438423645320196,0.625615763546798,41.54495620727539,22.476377487182617,16.2908935546875,21.500452041625977
1722,106,6,16361,21,21,0,0,8,0,1.0,0.0,36.20635223388672,,12.02979564666748,
1723,013,4,16240,243,97,118,28,85,12,0.3991769547325103,0.48559670781893005,50.42267990112305,35.669490814208984,31.612598419189453,20.513553619384766
1724,124,57,16368,212,136,76,0,83,0,0.6415094339622641,0.3584905660377358,66.60171508789062,26.6842098236084,12.70693588256836,11.2467622756958
1725,038,43,16371,0,0,0,0,0,0,,,,,,
1726,106,73,16384,117,77,33,7,25,0,0.6581196581196581,0.28205128205128205,46.20562744140625,21.045454025268555,20.343647003173828,25.920434951782227
1727,116,56,16372,361,208,153,0,89,0,0.5761772853185596,0.42382271468144045,53.274837493896484,28.90631675720215,12.625313758850098,13.843802452087402
1728,038,23,15980,0,0,0,0,0,1,,,,,,
1729,116,5,16381,15,1,14,0,0,0,0.06666666666666667,0.9333333333333333,41.0,27.928571701049805,12.351570129394531,13.80583667755127
1730,123,52,16345,248,126,122,0,202,10,0.5080645161290323,0.49193548387096775,62.55952453613281,31.327869415283203,18.205230712890625,18.63292694091797
1731,106,43,16368,65,37,11,17,30,16,0.5692307692307692,0.16923076923076924,48.97297286987305,8.0,40.66957473754883,46.20765686035156
1732,038,42,15911,0,0,0,0,0,0,,,,,,
1733,054,37,16371,78,20,58,0,44,83,0.2564102564102564,0.7435897435897436,35.349998474121094,7.206896781921387,47.74470520019531,46.183780670166016
1734,034,37,16374,0,0,0,0,6,0,,,,,,
1735,124,41,16361,175,175,0,0,130,0,1.0,0.0,62.906463623046875,,12.263934135437012,
1736,123,5,16372,293,166,102,25,241,6,0.5665529010238908,0.34812286689419797,39.98192596435547,17.16176414489746,26.992334365844727,29.314563751220703
1737,038,64,16378,0,0,0,0,16,18,,,,,,
1738,124,5,16364,61,40,21,0,42,8,0.6557377049180327,0.3442622950819672,25.450000762939453,10.714285850524902,46.64111328125,46.26276397705078
1739,054,29,16384,0,0,0,0,7,11,,,,,,
1740,038,73,16323,0,0,0,0,0,0,,,,,,
1741,034,69,16381,0,0,0,0,3,1,,,,,,
1742,106,28,16347,0,0,0,0,0,0,,,,,,
1743,116,13,16377,182,118,64,0,49,0,0.6483516483516484,0.3516483516483517,43.480228424072266,29.46484375,12.792759895324707,17.05373764038086
1744,123,14,16380,593,179,414,0,121,0,0.30185497470489037,0.6981450252951096,51.54999542236328,28.8858699798584,12.708166122436523,14.204099655151367
1745,038,41,16379,0,0,0,0,0,1,,,,,,
1746,038,8,16382,0,0,0,0,0,0,,,,,,
1747,013,50,16199,282,103,176,3,129,40,0.36524822695035464,0.624113475177305,51.31148910522461,31.207857131958008,12.524434089660645,12.741305351257324
1748,054,24,16384,0,0,0,0,0,0,,,,,,
1749,013,6,16372,84,70,12,2,74,51,0.8333333333333334,0.14285714285714285,45.599998474121094,10.166666984558105,39.1280632019043,52.09114456176758
1750,034,33,16381,0,0,0,0,1,0,,,,,,
1751,124,17,16365,5,1,4,0,0,0,0.2,0.8,35.0,21.0,20.31425666809082,20.44057273864746
1752,054,75,16376,286,110,176,0,120,387,0.38461538461538464,0.6153846153846154,63.52742385864258,29.698863983154297,12.028985023498535,15.628795623779297
1753,106,46,16383,196,129,67,0,43,0,0.6581632653061225,0.34183673469387754,36.38307571411133,28.37313461303711,11.08259391784668,10.533262252807617
1754,106,70,16384,100,90,10,0,38,3,0.9,0.1,40.61851501464844,36.45000076293945,15.047796249389648,19.556852340698242
1755,038,11,16384,0,0,0,0,0,0,,,,,,
1756,124,13,16374,0,0,0,0,0,0,,,,,,
1757,054,79,16367,186,146,40,0,184,242,0.7849462365591398,0.21505376344086022,40.1301383972168,16.200000762939453,30.21962547302246,34.79247283935547
1758,116,31,16371,255,126,129,0,58,77,0.49411764705882355,0.5058823529411764,45.211639404296875,29.011627197265625,13.90104866027832,15.715957641601562
1759,054,0,16356,82,49,33,0,38,2,0.5975609756097561,0.4024390243902439,32.32653045654297,7.21212100982666,37.35992431640625,42.33852767944336
1760,013,19,16377,183,66,117,0,77,9,0.36065573770491804,0.639344262295082,54.68232345581055,28.756410598754883,10.972021102905273,11.071024894714355
1761,124,44,16365,98,98,0,0,217,1,1.0,0.0,60.20408248901367,,20.977989196777344,
1762,013,35,16273,454,237,214,3,202,33,0.5220264317180616,0.4713656387665198,46.570674896240234,31.64330291748047,18.00600814819336,17.169437408447266
1763,037,22,16377,0,0,0,0,2,37,,,,,,
1764,123,40,16361,86,45,35,6,60,4,0.5232558139534884,0.4069767441860465,41.511112213134766,8.657142639160156,38.1390266418457,36.82231521606445
1765,034,27,16381,0,0,0,0,8,0,,,,,,
1766,116,44,16340,462,191,269,2,117,99,0.4134199134199134,0.5822510822510822,27.54973793029785,15.53531551361084,36.193016052246094,31.476533889770508
1767,106,7,16375,54,53,1,0,110,0,0.9814814814814815,0.018518518518518517,49.88679122924805,38.0,26.32440948486328,19.503049850463867
1768,037,40,16376,0,0,0,0,0,0,,,,,,
1769,116,57,16348,75,50,25,0,36,0,0.6666666666666666,0.3333333333333333,55.06999969482422,29.0,13.532532691955566,11.946908950805664
1770,013,38,16372,432,166,247,19,119,3,0.38425925925925924,0.5717592592592593,49.45581817626953,31.283401489257812,10.814310073852539,11.048847198486328
1771,038,25,16070,0,0,0,0,5,1,,,,,,
1772,124,33,16349,164,149,15,0,202,0,0.9085365853658537,0.09146341463414634,37.0335578918457,15.133333206176758,32.160606384277344,34.16077423095703
1773,054,22,16372,0,0,0,0,23,333,,,,,,
1774,106,79,16377,39,37,2,0,20,0,0.9487179487179487,0.05128205128205128,51.4594612121582,3.0,32.686912536621094,33.051177978515625
1775,038,5,15913,0,0,0,0,0,0,,,,,,
1776,124,56,16354,78,78,0,0,59,0,1.0,0.0,65.00640869140625,,13.63161849975586,
1777,106,7,16334,125,89,36,0,36,0,0.712,0.288,39.99906539916992,29.31018829345703,12.163575172424316,11.577859878540039
1778,013,64,16314,346,183,134,29,95,22,0.5289017341040463,0.3872832369942196,44.803279876708984,33.81716537475586,21.388017654418945,21.57836151123047
1779,116,76,16375,314,104,210,0,70,0,0.33121019108280253,0.6687898089171974,48.20192337036133,28.316667556762695,14.94453239440918,14.973358154296875
1780,116,9,16328,203,119,76,8,109,39,0.5862068965517241,0.37438423645320196,19.100839614868164,7.236842155456543,39.846038818359375,37.73408126831055
1781,034,74,16363,0,0,0,0,0,0,,,,,,
1782,037,62,16374,0,0,0,0,0,0,,,,,,
1783,038,1,16382,0,0,0,0,0,1,,,,,,
1784,038,6,16375,0,0,0,0,0,3,,,,,,
1785,034,53,16374,0,0,0,0,4,0,,,,,,
1786,123,31,16382,467,151,316,0,123,11,0.3233404710920771,0.6766595289079229,57.021522521972656,27.875,11.984297752380371,12.844151496887207
1787,123,65,16367,160,158,2,0,233,3,0.9875,0.0125,60.05326461791992,24.333332061767578,14.25104808807373,13.616742134094238
1788,124,45,16357,526,166,360,0,148,0,0.3155893536121673,0.6844106463878327,58.75,30.051389694213867,17.564367294311523,16.631229400634766
1789,116,24,16311,47,34,13,0,36,0,0.723404255319149,0.2765957446808511,48.931373596191406,26.0,13.863556861877441,11.15268325805664
1790,123,9,16369,101,49,44,8,107,9,0.48514851485148514,0.43564356435643564,50.306121826171875,13.704545021057129,33.172447204589844,35.92887878417969
1791,123,5,16365,193,91,89,13,148,28,0.47150259067357514,0.46113989637305697,31.329669952392578,12.033707618713379,34.51620864868164,36.59610366821289
1792,038,78,16276,0,0,0,0,5,101,,,,,,
1793,013,17,16329,50,26,11,13,33,5,0.52,0.22,48.730770111083984,13.636363983154297,43.31598663330078,52.053836822509766
1794,034,47,16379,0,0,0,0,43,5,,,,,,
1795,123,66,16351,164,138,26,0,190,38,0.8414634146341463,0.15853658536585366,52.68598937988281,30.653846740722656,18.69116973876953,18.066848754882812
1796,116,79,16367,307,171,132,4,64,34,0.5570032573289903,0.42996742671009774,24.74268913269043,6.507575988769531,46.88218307495117,42.512229919433594
1797,124,63,16368,61,47,14,0,117,37,0.7704918032786885,0.22950819672131148,37.29787063598633,5.714285850524902,42.60609817504883,52.623138427734375
1798,037,47,16384,0,0,0,0,2,31,,,,,,
1799,038,20,16369,0,0,0,0,0,0,,,,,,
1800,038,12,16373,0,0,0,0,0,0,,,,,,
1801,037,30,16380,0,0,0,0,11,16,,,,,,
1802,106,19,16367,241,200,41,0,24,2,0.8298755186721992,0.17012448132780084,39.229000091552734,28.23495864868164,11.154746055603027,10.689088821411133
1803,038,32,15875,0,0,0,0,0,0,,,,,,
1804,124,59,16361,308,296,12,0,195,0,0.961038961038961,0.03896103896103896,60.630794525146484,30.236112594604492,11.00733470916748,9.98690414428711
1805,106,60,16384,207,196,11,0,47,1,0.9468599033816425,0.05314009661835749,41.34736633300781,26.045454025268555,11.85860538482666,12.91446304321289
1806,123,46,16353,135,114,17,4,234,4,0.8444444444444444,0.1259259259259259,47.94736862182617,26.0,26.46710968017578,24.280996322631836
1807,037,20,16384,0,0,0,0,2,0,,,,,,
1808,038,61,15911,0,0,0,0,0,0,,,,,,
1809,116,16,16375,180,144,36,0,62,0,0.8,0.2,41.30046081542969,27.0648136138916,10.644183158874512,10.02554988861084
1810,116,25,16313,106,84,22,0,52,7,0.7924528301886793,0.20754716981132076,47.1646842956543,26.659090042114258,13.084869384765625,11.434337615966797
1811,116,41,16344,108,57,49,2,82,4,0.5277777777777778,0.4537037037037037,30.24561309814453,7.0204081535339355,37.073692321777344,34.892982482910156
1812,106,65,16384,0,0,0,0,12,0,,,,,,
1813,123,26,16350,473,117,351,5,85,6,0.24735729386892177,0.7420718816067653,39.47008514404297,24.092592239379883,27.061952590942383,24.903478622436523
1814,106,38,16370,39,39,0,0,36,0,1.0,0.0,38.67948532104492,,18.959882736206055,
1815,116,37,16375,142,129,13,0,63,0,0.9084507042253521,0.09154929577464789,44.97028350830078,25.153846740722656,13.148140907287598,14.228353500366211
1816,124,36,16350,122,113,9,0,218,0,0.9262295081967213,0.07377049180327869,50.68584060668945,17.77777862548828,28.73596954345703,28.473934173583984
1817,054,29,16384,0,0,0,0,3,37,,,,,,
1818,106,76,16372,0,0,0,0,0,0,,,,,,
1819,034,77,16377,0,0,0,0,0,0,,,,,,
1820,116,43,16374,29,27,2,0,39,0,0.9310344827586207,0.06896551724137931,51.62963104248047,33.0,20.766817092895508,16.361452102661133
1821,106,75,16374,74,49,21,4,22,32,0.6621621621621622,0.28378378378378377,45.32653045654297,9.428571701049805,48.608497619628906,44.73027801513672
1822,013,16,16241,366,191,175,0,148,66,0.5218579234972678,0.4781420765027322,46.8595085144043,31.5242862701416,13.10511589050293,13.287466049194336
1823,034,15,16379,0,0,0,0,48,0,,,,,,
1824,054,32,16327,169,19,150,0,145,316,0.11242603550295859,0.8875739644970414,32.73684310913086,24.6299991607666,18.862102508544922,18.45248794555664
1825,124,65,16368,32,14,18,0,16,3,0.4375,0.5625,48.78571319580078,10.05555534362793,49.78167724609375,53.888160705566406
1826,116,66,16365,294,109,185,0,66,0,0.3707482993197279,0.6292517006802721,50.058101654052734,28.06396484375,12.16805648803711,13.51121997833252
1827,034,19,16381,0,0,0,0,2,0,,,,,,
1828,124,18,16353,53,12,41,0,40,10,0.22641509433962265,0.7735849056603774,55.75,7.439024448394775,49.4095573425293,57.862876892089844
1829,106,22,16359,160,151,9,0,19,0,0.94375,0.05625,41.18532180786133,28.962961196899414,13.00932788848877,13.329778671264648
1830,038,59,16025,0,0,0,0,0,0,,,,,,
1831,106,66,16383,0,0,0,0,0,0,,,,,,
1832,013,64,16375,188,127,20,41,150,9,0.675531914893617,0.10638297872340426,41.27165222167969,16.350000381469727,26.82965850830078,41.08610916137695
1833,037,79,16368,0,0,0,0,34,8,,,,,,
1834,124,21,16352,76,52,24,0,71,5,0.6842105263157895,0.3157894736842105,45.17307662963867,7.125,42.31784439086914,51.10652542114258
1835,038,43,16323,0,0,0,0,0,0,,,,,,
1836,037,32,16384,0,0,0,0,0,4,,,,,,
1837,013,77,16140,290,132,155,3,101,22,0.45517241379310347,0.5344827586206896,50.84090805053711,31.01021957397461,11.077646255493164,11.25248908996582
1838,124,0,16376,462,251,211,0,184,0,0.5432900432900433,0.45670995670995673,57.714866638183594,28.345182418823242,11.89120864868164,13.750435829162598
1839,037,65,16371,0,0,0,0,0,0,,,,,,
1840,013,26,16239,198,83,31,84,102,8,0.41919191919191917,0.15656565656565657,49.90361404418945,28.274192810058594,32.15300750732422,30.440263748168945
1841,123,31,16382,84,83,1,0,116,0,0.9880952380952381,0.011904761904761904,58.572288513183594,34.0,15.669018745422363,13.140129089355469
1842,054,39,16331,97,36,61,0,73,115,0.3711340206185567,0.6288659793814433,37.44444274902344,10.786885261535645,37.28921127319336,38.33647155761719
1843,106,37,16384,121,108,13,0,48,0,0.8925619834710744,0.10743801652892562,45.075618743896484,29.653846740722656,12.6544189453125,11.529809951782227
1844,124,53,16367,154,98,56,0,58,10,0.6363636363636364,0.36363636363636365,36.65306091308594,9.017857551574707,34.763999938964844,43.73120880126953
1845,124,28,16369,131,124,7,0,200,0,0.9465648854961832,0.05343511450381679,41.439517974853516,4.857142925262451,32.76973342895508,51.83281326293945
1846,037,69,16350,0,0,0,0,0,0,,,,,,
1847,013,37,16368,58,35,15,8,39,114,0.603448275862069,0.25862068965517243,44.514286041259766,12.133333206176758,41.88389587402344,53.899452209472656
1848,038,13,16381,0,0,0,0,0,6,,,,,,
1849,013,29,16271,497,123,343,31,104,59,0.24748490945674045,0.6901408450704225,51.18021774291992,31.6766300201416,15.206023216247559,13.8145751953125
1850,054,5,16384,0,0,0,0,0,0,,,,,,
1851,124,38,16364,351,345,6,0,173,0,0.9829059829059829,0.017094017094017096,54.306602478027344,26.08333396911621,10.346564292907715,8.768218994140625
1852,106,69,16382,66,64,2,0,31,0,0.9696969696969697,0.030303030303030304,48.15625,40.0,24.162580490112305,23.828285217285156
1853,116,21,16310,399,152,247,0,80,2,0.38095238095238093,0.6190476190476191,44.189144134521484,26.026315689086914,13.605414390563965,18.50395393371582
1854,124,62,16363,36,18,18,0,55,33,0.5,0.5,43.66666793823242,5.833333492279053,50.93210220336914,53.05403137207031
1855,124,47,16378,465,197,268,0,173,0,0.4236559139784946,0.5763440860215053,63.75355529785156,29.461753845214844,12.421551704406738,14.274909973144531
1856,054,16,16383,0,0,0,0,46,202,,,,,,
1857,123,79,16358,78,47,31,0,186,42,0.6025641025641025,0.3974358974358974,46.59574508666992,8.387096405029297,30.558725357055664,50.72595977783203
1858,116,44,16367,223,114,109,0,60,0,0.5112107623318386,0.48878923766816146,48.122806549072266,28.004587173461914,14.92585277557373,17.3442325592041
1859,116,18,16376,67,53,14,0,54,0,0.7910447761194029,0.208955223880597,46.569183349609375,29.714284896850586,13.91243839263916,15.034684181213379
1860,106,38,16370,25,24,1,0,13,0,0.96,0.04,51.14583206176758,28.5,12.652961730957031,11.98111629486084
1861,124,55,16366,91,42,49,0,64,57,0.46153846153846156,0.5384615384615384,41.5,6.163265228271484,40.56895065307617,48.999202728271484
1862,034,7,16384,0,0,0,0,1,0,,,,,,
1863,106,58,16382,74,42,25,7,15,11,0.5675675675675675,0.33783783783783783,41.83333206176758,7.760000228881836,44.51967239379883,42.92146301269531
1864,123,20,16368,488,152,336,0,137,0,0.3114754098360656,0.6885245901639344,49.4934196472168,29.721725463867188,19.0886287689209,17.254323959350586
1865,123,69,16333,139,134,2,3,248,0,0.9640287769784173,0.014388489208633094,67.25,32.0,14.933887481689453,17.244699478149414
1866,034,0,16380,0,0,0,0,0,0,,,,,,
1867,037,3,16384,0,0,0,0,0,9,,,,,,
1868,037,0,16384,0,0,0,0,31,97,,,,,,
1869,038,24,16378,0,0,0,0,0,0,,,,,,
1870,037,76,16139,0,0,0,0,0,0,,,,,,
1871,038,63,15917,0,0,0,0,3,0,,,,,,
1872,106,66,16382,78,64,14,0,24,0,0.8205128205128205,0.1794871794871795,42.90625,8.428571701049805,30.96868896484375,34.62575912475586
1873,034,21,16361,0,0,0,0,18,0,,,,,,
1874,038,49,15835,0,0,0,0,0,0,,,,,,
1875,116,8,16115,61,15,46,0,34,0,0.2459016393442623,0.7540983606557377,43.96666717529297,28.4094181060791,17.28404998779297,11.732477188110352
1876,034,77,16383,0,0,0,0,0,0,,,,,,
1877,037,33,16384,0,0,0,0,0,10,,,,,,
1878,034,72,16380,0,0,0,0,13,0,,,,,,
1879,034,18,16378,0,0,0,0,3,0,,,,,,
1880,123,37,16371,453,137,316,0,291,220,0.30242825607064017,0.6975717439293598,56.97810363769531,29.571203231811523,15.944083213806152,16.534513473510742
1881,116,29,16377,18,18,0,0,37,0,1.0,0.0,51.22222137451172,,22.67162322998047,
1882,106,15,16381,164,156,8,0,77,0,0.9512195121951219,0.04878048780487805,41.95352554321289,32.3125,13.619071960449219,15.676796913146973
1883,116,50,16359,145,137,8,0,51,0,0.9448275862068966,0.05517241379310345,48.733333587646484,27.4375,11.257065773010254,11.865235328674316
1884,106,68,16382,124,103,21,0,22,0,0.8306451612903226,0.1693548387096774,43.39967346191406,28.285715103149414,14.167601585388184,13.972550392150879
1885,106,35,16292,72,72,0,0,70,0,1.0,0.0,47.29166793823242,,14.66152286529541,
1886,034,23,16381,0,0,0,0,0,0,,,,,,
1887,013,5,16279,164,103,10,51,152,4,0.6280487804878049,0.06097560975609756,47.70388412475586,28.600000381469727,30.987287521362305,27.304458618164062
1888,013,3,16333,449,207,240,2,130,7,0.4610244988864143,0.534521158129176,45.201290130615234,28.905208587646484,11.408639907836914,10.571087837219238
1889,116,72,16347,249,160,87,2,151,10,0.642570281124498,0.3493975903614458,24.362499237060547,10.977011680603027,45.399085998535156,37.04953384399414
1890,123,26,16380,714,367,347,0,224,2,0.5140056022408963,0.48599439775910364,51.668766021728516,29.396015167236328,11.065305709838867,14.568774223327637
1891,123,28,16377,229,178,51,0,134,0,0.777292576419214,0.22270742358078602,48.704612731933594,27.217321395874023,11.789237022399902,10.668174743652344
1892,038,16,16325,0,0,0,0,0,0,,,,,,
1893,106,23,16331,225,194,31,0,31,1,0.8622222222222222,0.13777777777777778,41.940032958984375,29.54032325744629,12.800201416015625,11.976479530334473
1894,013,53,16171,309,155,152,2,112,13,0.5016181229773463,0.4919093851132686,46.630645751953125,31.669954299926758,12.734003067016602,13.25191593170166
1895,034,71,16379,0,0,0,0,0,0,,,,,,
1896,106,3,16360,17,8,4,5,10,19,0.47058823529411764,0.23529411764705882,46.0,11.75,39.230873107910156,52.997737884521484
1897,106,34,16380,78,54,24,0,16,6,0.6923076923076923,0.3076923076923077,41.435184478759766,32.95833206176758,20.159008026123047,23.423391342163086
1898,037,47,16376,0,0,0,0,0,0,,,,,,
1899,124,26,16361,242,113,129,0,56,0,0.4669421487603306,0.5330578512396694,39.570796966552734,22.736434936523438,30.629358291625977,27.41546058654785
1900,038,2,16364,0,0,0,0,0,0,,,,,,
1901,106,2,16346,0,0,0,0,3,0,,,,,,
1902,123,6,16370,120,111,9,0,144,0,0.925,0.075,66.91967010498047,36.44444274902344,12.692561149597168,15.88629150390625
1903,013,8,16375,204,60,96,48,52,23,0.29411764705882354,0.47058823529411764,49.5,35.22395706176758,34.4033203125,24.44962501525879
1904,038,54,16358,0,0,0,0,0,0,,,,,,
1905,123,53,16338,84,84,0,0,166,0,1.0,0.0,65.16666412353516,,16.630859375,
1906,054,20,16369,0,0,0,0,0,2,,,,,,
1907,106,52,16381,51,51,0,0,55,0,1.0,0.0,49.3725471496582,,20.11902618408203,
1908,037,75,16172,0,0,0,0,0,0,,,,,,
1909,038,13,16240,0,0,0,0,0,0,,,,,,
1910,123,47,16340,38,38,0,0,90,0,1.0,0.0,62.22368240356445,,20.993038177490234,
1911,037,16,16383,0,0,0,0,18,97,,,,,,
1912,116,67,16355,193,144,49,0,101,0,0.7461139896373057,0.2538860103626943,52.375,28.62244987487793,12.465818405151367,14.975872039794922
1913,037,0,16382,0,0,0,0,1,0,,,,,,
1914,034,75,16384,0,0,0,0,0,0,,,,,,
1915,124,23,16372,0,0,0,0,14,0,,,,,,
1916,123,63,16352,369,130,239,0,145,21,0.3523035230352303,0.6476964769647696,46.92692184448242,28.006277084350586,21.60319709777832,17.366561889648438
1917,054,25,16383,0,0,0,0,1,4,,,,,,
1918,116,32,16357,342,135,207,0,76,121,0.39473684210526316,0.6052631578947368,33.11111068725586,14.108695983886719,31.6683349609375,28.441953659057617
1919,054,27,16341,26,5,21,0,139,616,0.19230769230769232,0.8076923076923077,25.0,25.0,15.932848930358887,15.032249450683594
1920,038,22,16375,0,0,0,0,4,0,,,,,,
1921,037,34,16384,0,0,0,0,0,0,,,,,,
1922,123,41,16355,84,81,3,0,96,3,0.9642857142857143,0.03571428571428571,61.48765563964844,34.0,17.741670608520508,16.97281837463379
1923,124,78,16372,43,43,0,0,105,1,1.0,0.0,59.41860580444336,,30.927919387817383,
1924,034,70,16379,0,0,0,0,0,0,,,,,,
1925,106,72,16380,232,206,26,0,30,2,0.8879310344827587,0.11206896551724138,42.79619598388672,28.75,11.377869606018066,13.262589454650879
1926,054,42,16378,147,77,70,0,54,83,0.5238095238095238,0.47619047619047616,36.22077941894531,13.899999618530273,33.31208419799805,35.53847122192383
1927,124,0,16367,399,144,255,0,150,0,0.3609022556390977,0.6390977443609023,61.61458206176758,29.048364639282227,13.669875144958496,14.84383773803711
1928,034,71,16358,0,0,0,0,0,0,,,,,,
1929,124,22,16356,141,87,54,0,47,1,0.6170212765957447,0.3829787234042553,38.67816162109375,7.870370388031006,33.04621124267578,47.21996307373047
1930,116,70,16355,198,97,99,2,77,8,0.4898989898989899,0.5,35.94845199584961,11.979798316955566,40.490509033203125,34.16632843017578
1931,124,43,16383,452,171,280,1,82,0,0.37831858407079644,0.6194690265486725,44.52631759643555,27.230356216430664,26.028850555419922,21.115339279174805
1932,037,48,16382,0,0,0,0,2,0,,,,,,
1933,116,8,16339,211,85,123,3,67,38,0.4028436018957346,0.5829383886255924,24.447059631347656,7.5284552574157715,38.40469741821289,39.34642028808594
1934,106,3,16366,0,0,0,0,0,1,,,,,,
1935,038,54,16378,0,0,0,0,0,0,,,,,,
1936,124,14,16339,133,94,39,0,67,0,0.706766917293233,0.2932330827067669,33.585105895996094,8.282051086425781,32.42250442504883,47.09709548950195
1937,106,51,16381,38,36,2,0,20,0,0.9473684210526315,0.05263157894736842,48.95833206176758,39.0,21.57735824584961,20.316661834716797
1938,034,66,16372,0,0,0,0,8,1,,,,,,
1939,116,34,16381,227,162,65,0,34,0,0.7136563876651982,0.28634361233480177,43.13014221191406,27.505126953125,9.40804672241211,12.532245635986328
1940,124,9,16361,75,49,25,1,84,16,0.6533333333333333,0.3333333333333333,32.61224365234375,6.920000076293945,48.52241516113281,47.84514617919922
1941,106,2,16339,95,94,1,0,73,4,0.9894736842105263,0.010526315789473684,45.34574508666992,39.0,21.918752670288086,29.141592025756836
1942,037,74,16364,0,0,0,0,2,1,,,,,,
1943,124,18,16361,0,0,0,0,0,0,,,,,,
1944,124,19,16369,0,0,0,0,0,0,,,,,,
1945,054,34,16356,0,0,0,0,78,297,,,,,,
1946,124,12,16373,0,0,0,0,0,0,,,,,,
1947,106,63,16384,87,48,30,9,17,0,0.5517241379310345,0.3448275862068966,46.27083206176758,23.75,37.42387390136719,31.7589111328125
1948,123,69,16344,457,218,239,0,296,153,0.47702407002188185,0.5229759299781181,62.53287124633789,29.327754974365234,12.640374183654785,13.987122535705566
1949,037,26,16382,0,0,0,0,5,0,,,,,,
1950,106,27,16376,92,86,2,4,61,2,0.9347826086956522,0.021739130434782608,45.67441940307617,39.5,19.192834854125977,23.56675910949707
